type,reference,Co,Ni,Cu,Zn,Se,As,Ag,Sb,Au,Bi,Pb
Orogenic,"Zhong et al., 2021",4.08384883583374,1.379912188586229,0.2367386117511943,0.30199999999999994,9.618992567353779,34.075395086547324,0.020999999999999998,0.023999999999999997,0.007999999999999997,0.13142957689169513,0.268988759458654
Orogenic,"Zhong et al., 2021",168.51906341934105,1.6867455968819987,3.3666956409388096,7.222761676603058,20.181928494061598,34.390624837332226,0.9369753463186984,0.31324250177662866,0.5534713373411023,6.473166098158404,9.926490606057701
Orogenic,"Zhong et al., 2021",275.5122560684537,2.2189323727253454,0.4327839895197512,0.30199999999999994,22.086767675849195,50.3188081899125,0.020999999999999998,0.023999999999999997,0.0095873924277791,0.5078708067795539,0.964728018329481
Orogenic,"Zhong et al., 2021",537.1931986150723,2.9046482674168583,20.680009149209152,19.96576447724,10.623347274192822,37.4604730670399,1.7406050808995788,1.739867999929438,0.5537966915863368,40.929002598774744,98.8896782843653
Orogenic,"Zhong et al., 2021",538.145985766817,4.064474511655296,19.11435549282444,22.432555350662447,13.504416594467648,45.790435127454245,1.7206937874635477,1.6493585919397955,0.7831852224217093,43.00679228924138,102.9233262640881
Orogenic,"Zhong et al., 2021",1.1448281946368848,1.39646757542154,1.0843610481884338,0.30199999999999994,6.288562842660874,7.0435466431129505,0.17914571771912666,0.17200574872376415,0.06263400672817337,0.5149725415366729,1.3608148220562881
Orogenic,"Zhong et al., 2021",665.0090887974002,3.373288441892979,32.43771099089303,8.667869667415006,13.251164041515393,34.66843630751884,3.203873638386758,1.0073644059449243,1.208795348444772,33.34189811278835,64.04583433248975
Orogenic,"Zhong et al., 2021",187.4479977841833,6.297027275079754,5.453893455134961,3.869188733874987,10.045572806411792,26.441415767425745,0.323510512211389,0.35677476687903326,0.14916126553053075,7.697866065117753,14.44653049740374
Orogenic,"Zhong et al., 2021",65.5722476182982,9.61054566353338,0.7254483746988756,0.31385624094091363,11.282938238922409,21.58072474378226,0.020999999999999998,0.02708428633469097,0.007999999999999997,0.3003128442392194,0.5934926169815474
Orogenic,"Zhong et al., 2021",518.3809410213629,6.718827009120177,48.0380443483458,38.82054850857873,8.149664708499362,37.334275561041736,3.3562054798138696,2.888993514602462,1.4530559700924048,42.51934860323526,131.17051710780729
Orogenic,"Zhong et al., 2021",99.25021545493095,1.4264333764323904,15.462783925940345,28.854173989325542,6.737022284662336,19.69980170999171,7.267217400335113,0.8077997466946427,0.7976455867824837,17.698105788363858,37.06675790711044
Orogenic,"Zhong et al., 2021",514.3969920856889,3.0840841333309155,33.62932304530272,20.86891863917389,6.420787234748002,33.95144210637459,2.986638145423465,2.7620033218622444,1.408115435765112,32.57291694119056,94.7591548167818
Orogenic,"Zhong et al., 2021",14767.670000000016,1692.7800000000007,19.44000000000001,0.83,167.41000000000005,7521.570000000006,0.04000000000000001,0.37999999999999995,0.08999999999999993,1.2,2.75015
Orogenic,"Zhong et al., 2021",38.73000000000001,862.3700000000007,3216.790000000001,27.70000000000002,158.3300000000001,427.42999999999995,1.28,0.4099999999999999,0.93,3.2800000000000007,7.353090000000002
Orogenic,"Zhong et al., 2021",1416.6200000000015,885.290000000001,1.35,0.212,144.8500000000001,1912.810000000001,0.05999999999999997,0.11999999999999997,0.01,1.6300000000000001,1.7216
Orogenic,"Zhong et al., 2021",543.1800000000005,129.12000000000003,3.0600000000000005,0.5,136.3900000000001,18.470000000000006,0.019999999999999993,0.04000000000000001,0.007999999999999997,0.36999999999999994,0.42473999999999995
Orogenic,"Zhong et al., 2021",2307.490000000001,24.87,55.36000000000002,0.25999999999999995,98.89000000000003,33.27000000000001,0.13,0.18999999999999995,0.05999999999999997,3.5900000000000007,5.729030000000002
Orogenic,"Zhong et al., 2021",1536.5400000000013,236.6900000000001,7.650000000000003,1.21,120.83000000000006,111.96000000000002,0.23,0.23,0.24999999999999994,2.37,11.021840000000005
Orogenic,"Zhong et al., 2021",79.26000000000006,129.89999999999998,5.360000000000002,0.29999999999999993,163.10000000000008,68.50000000000007,0.29999999999999993,0.54,0.4099999999999999,4.380000000000001,6.697590000000001
Orogenic,"Zhong et al., 2021",198.69000000000003,208.35000000000008,17.350000000000005,1.24,130.20000000000005,9.930000000000003,0.11999999999999997,0.62,0.17,1.9300000000000002,9.570890000000006
Orogenic,"Zhong et al., 2021",37.150000000000006,182.29000000000013,0.58,0.51,148.93999999999997,11.48,0.015999999999999993,0.029999999999999985,0.006999999999999997,0.07999999999999999,0.20979999999999996
Orogenic,"Zhong et al., 2021",48.130000000000024,260.2700000000002,0.46,0.20499999999999996,174.02000000000004,8.290000000000001,0.015999999999999993,0.04000000000000001,0.019999999999999993,0.66,1.12486
Orogenic,"Zhong et al., 2021",104.92000000000003,336.43000000000006,3923.770000000003,16.37,103.92000000000009,12.930000000000005,0.86,2.52,0.48,8.14,25.700110000000013
Orogenic,"Zhong et al., 2021",1334.7500000000014,283.8700000000001,1.15,0.32,88.65000000000003,17.89,0.07000000000000002,0.07000000000000002,0.27999999999999997,0.86,1.24253
Orogenic,"Zhong et al., 2021",701.7500000000001,330.7400000000003,2.2700000000000005,0.52,25.25,4.710000000000001,0.29,0.07000000000000002,0.54,2.14,1.7914200000000002
Orogenic,"Zhong et al., 2021",1689.6300000000015,1248.7700000000002,9.120000000000001,0.8200000000000001,49.120000000000026,8.690000000000001,0.33,2.770000000000001,0.83,16.530000000000005,50.45097000000003
Orogenic,"Zhong et al., 2021",1658.3800000000017,1809.1200000000013,1215.8699999999997,48.54,24.989999999999995,42.100000000000016,13.070000000000004,13.38,30.380000000000013,27.330000000000005,200.98196000000004
Orogenic,"Zhong et al., 2021",76.97000000000006,3.44,0.36999999999999994,0.20499999999999996,112.18000000000006,2355.8300000000013,0.015999999999999993,0.020999999999999998,0.01,0.15999999999999998,0.6902900000000001
Orogenic,"Zhong et al., 2021",12.950000000000003,2.39,68.24,0.3499999999999999,86.97000000000004,725.7200000000005,0.15999999999999998,0.25999999999999995,0.04999999999999998,1.17,5.177160000000002
Orogenic,"Zhong et al., 2021",1746.620000000002,6.570000000000001,0.142,0.20499999999999996,88.57000000000005,902.23,0.015999999999999993,0.020999999999999998,0.01,0.007999999999999997,0.013999999999999993
Orogenic,"Zhong et al., 2021",11.170000000000002,20.550000000000004,1712.1000000000013,0.71,127.36000000000011,4738.510000000005,0.71,0.51,0.29,2.6800000000000006,15.158590000000006
Orogenic,"Zhong et al., 2021",131.67999999999998,26.67000000000001,1862.1700000000008,10.27,48.21000000000003,78.81000000000002,0.4,0.78,0.07999999999999999,3.72,20.520770000000006
Orogenic,"Zhong et al., 2021",469.79999999999995,49.27000000000002,5.660000000000001,14.550000000000006,73.16,115.34000000000005,0.1799999999999999,0.5699999999999998,0.1799999999999999,4.6400000000000015,139.00081000000014
Orogenic,"Zhong et al., 2021",173.58000000000004,60.48000000000001,2.1,0.21999999999999997,198.65999999999994,18.70000000000001,0.07000000000000002,0.27999999999999997,0.15999999999999998,4.460000000000001,6.094710000000001
Orogenic,"Zhong et al., 2021",25.350000000000012,68.40000000000002,3.02,0.22099999999999997,210.19000000000008,22.760000000000012,0.08999999999999993,0.37999999999999995,0.08999999999999993,5.180000000000001,7.910810000000002
Orogenic,"Zhong et al., 2021",47.89000000000003,290.10000000000025,2.55,0.22099999999999997,113.91000000000004,10.49,0.11999999999999997,0.04000000000000001,0.10999999999999997,3.26,3.1532200000000006
Orogenic,"Zhong et al., 2021",316.1800000000002,945.6700000000001,9.14,0.46,132.93000000000006,63.90000000000003,0.33999999999999997,0.14999999999999997,0.7,13.540000000000001,31.928280000000008
Orogenic,"Zhong et al., 2021",540.3799999999999,261.1099999999999,29.15,1.32,74.55000000000001,11.199999999999998,0.23,0.13,0.33999999999999997,8.8,224.42796
Orogenic,"Zhong et al., 2021",142.1200000000001,115.20000000000002,7.780000000000001,9.960000000000004,55.23000000000001,3.540000000000001,0.13999999999999999,1.58,0.05999999999999997,3.2800000000000007,93.34813000000001
Orogenic,"Zhong et al., 2021",113.20999999999998,544.14,1.51,0.22099999999999997,98.66000000000003,8.870000000000001,0.10999999999999997,0.029999999999999985,0.43,4.210000000000001,3.9083600000000005
Orogenic,"Zhong et al., 2021",99.37000000000006,404.7300000000002,2.4900000000000007,0.29999999999999993,119.07000000000006,24.010000000000005,0.13999999999999999,0.05999999999999997,0.37999999999999995,4.710000000000001,3.440580000000001
Orogenic,"Zhong et al., 2021",105.30000000000007,153.42000000000007,0.52,0.3499999999999999,92.18000000000004,8.250000000000002,0.04999999999999998,0.026999999999999993,0.08999999999999993,1.16,1.28292
Orogenic,"Zhong et al., 2021",142.90999999999994,214.91000000000008,3.24,0.41999999999999993,85.17999999999999,7.500000000000003,0.04000000000000001,1.5900000000000003,0.10999999999999997,34.210000000000015,56.99767
Orogenic,"Zhong et al., 2021",41.122025793123825,24.15228484875734,36.598773772846826,1.0442420459266228,3.726915719277224,3817.08875580546,1.6723774882913045,39.02189140019719,3.220634774755446,0.01940867699156929,5.562885389125227
Orogenic,"Zhong et al., 2021",239.8172682015757,136.98817128020207,614.4142135139416,2.2965235743892456,6.819461264490562,5839.762479740097,44.67244265961616,30.202752102038428,38.78262715487677,0.18658325391884048,10.673496403213845
Orogenic,"Zhong et al., 2021",370.52013038133407,176.42813892936664,425.00868267800604,832.5779857171598,7.20726984493547,5922.811518845087,5.8927851705259435,57.28373848626347,7.285315038230431,0.22866920830812384,8.406332420131712
Orogenic,"Zhong et al., 2021",80.06618009189148,45.536794629791274,67.52630767437812,4.914062314117006,6.228433306996059,4804.098411163712,7.271917557445493,41.1610096629874,8.38844076381804,0.08339048976523203,16.01356562400295
Orogenic,"Zhong et al., 2021",62.38344737857204,59.9525536810545,581.6922967152065,13.62187708293992,10.383902091528197,11495.683495692047,152.14214562272636,119.51610708524014,143.7276216123894,0.27819881749974273,7.140352144895334
Orogenic,"Zhong et al., 2021",17.55147152451166,9.931819233648891,40.96920160986945,1.7707561571964652,18.29094467557501,9005.380555489315,3.7434705820161898,2.1497289726041964,67.50901925421282,0.010210783794877757,1.2565621883043638
Orogenic,"Zhong et al., 2021",138.25664657153771,58.42541721984472,28.155632497357374,5.358098759809784,15.505251328886345,3201.734998383231,7.900622774025834,13.142948619139187,5.684231585616358,0.10717607685284158,9.981084140993312
Orogenic,"Zhong et al., 2021",30.319611431876194,23.986548650337816,118.43562532009767,2.8080624908156735,25.39937910462236,7989.659203491552,8.817069268783419,18.263242778759462,67.89049318190054,0.031267433008497145,7.486899887159498
Orogenic,"Zhong et al., 2021",86.65128567486003,52.224986457746475,256.8819042089361,8.666487629302056,18.653582650306728,11442.240667267126,16.99528593750265,135.03136107585135,37.52064723285563,0.1306026765748251,26.197448655318592
Orogenic,"Zhong et al., 2021",212.3753019449984,52.31022724462838,381.56641060874483,28.471893475199494,16.07969094823951,8428.938744254432,30.634339950368286,105.01128503585156,46.607404638820825,0.143559151164076,19.082259970342943
Orogenic,"Zhong et al., 2021",54.265574266716854,33.192562815623305,400.34160207006875,2.2167183715149377,28.88586660916705,10109.528084543892,9.915199498568148,23.801780126005113,91.99160960882915,0.04779588577679874,11.380431520248065
Orogenic,"Zhong et al., 2021",5.240923409774237,21.913178481149213,2568.7165181079026,908.7973076915387,6.4035413106386105,4064.164462136555,8.182022969825036,44.776801075995856,62.55758157111816,0.03606159156168622,70.4985386940933
Orogenic,"Zhong et al., 2021",216.08808283201662,187.69876991535904,1298.3140628410697,340.60725796709204,9.89205691851903,6885.94737298541,30.55216033275708,28.853936379759162,115.10483213462905,1.3014027765362064,28.545191647553107
Orogenic,"Zhong et al., 2021",209.06663920912615,98.7504885117238,905.0867139686724,87.89533453060649,9.73966058686889,4371.029554533978,15.79965910056408,29.756653056507627,57.296904391708914,0.7271209802968496,28.31682507874369
Orogenic,"Zhong et al., 2021",260.0124949164975,128.72140336669145,108.14891538253427,8.852271732399405,5.678449730120744,3356.7037002997035,7.391180183897798,52.375107917903726,14.493802383671836,0.5153798153588802,12.697797876116852
Orogenic,"Zhong et al., 2021",206.01386140754042,88.12607675960456,330.63957042371203,6.679359307116895,6.71089683631126,3868.8704502068094,5.718590515083504,37.66496394601524,5.683744205761455,0.05368168341917394,33.63955272182773
Orogenic,"Zhong et al., 2021",28.275743200810307,35.34348372432254,220.10385270763666,2.600792236975106,4.921232891230822,2714.0708998779673,4.28169274661238,63.00288816053597,6.915300909185569,0.01509094470656298,9.590732963972451
Orogenic,"Zhong et al., 2021",356.27803282832394,113.95465835247765,83.95041727915302,4.872427549496037,6.421800789960356,2026.146492196055,15.317633654225553,35.39321721673962,31.333688805404062,1.1544237867006792,21.75103754485508
Orogenic,"Zhong et al., 2021",98.47558388942782,135.24286257042837,6.549556136244813,0.286313117887363,6.553024389941768,554.8156283073482,0.4210070984354738,1.4196017902006464,1.2853368698195342,0.006318085736015215,0.2487002070143278
Orogenic,"Zhong et al., 2021",32.816252989754894,32.87525614709428,80.15882294319148,4.356468057862494,1.4611456129903435,1469.8643931239178,4.8334622243366665,51.944340063419666,10.229961183360126,0.18824612682584357,9.22945712952455
Orogenic,"Zhong et al., 2021",700.9216898345611,215.69388525689496,491.5258820398315,54.100692215025255,11.949884749690494,4709.367525786782,12.21781684426509,44.81619931384784,30.843604437034976,0.6834330976669457,44.49404743364939
Orogenic,"Zhong et al., 2021",317.7719245591845,343.02638512376865,759.0826693225009,21.11003929862337,17.117349517879706,3087.3461418631755,20.455875831488527,100.19448914723652,54.45395653440865,0.3670598512572704,44.232039324093414
Orogenic,"Zhong et al., 2021",397.59694284476984,93.58229773972735,1782.7553595196805,203.43453524630218,7.616790076189795,4107.853433981538,42.39426667046704,54.79736890346181,103.58774289505335,0.9725100740912621,40.55478873448513
Orogenic,"Zhong et al., 2021",114.80690085180903,102.90084553447646,2214.1391714983097,193.90263958184167,3.908638948722271,5410.492187141137,11.088031033840148,87.3740690051925,44.685372706281136,0.3313901073389778,34.12235451255407
Orogenic,"Zhong et al., 2021",221.69198011293764,71.35525448514744,678.0085367731019,90.68193866855458,6.775185666112503,4673.477154468639,23.90270821219631,57.401040316497955,55.17605700923626,0.9452153945180932,38.37425099444966
Orogenic,"Zhong et al., 2021",43.16237849392551,25.05965043917472,251.0081104756744,33.68784765097271,10.042814416077055,2753.292326338543,0.6799347518567581,14.55548482142485,6.306475111601406,0.08911064083338949,19.310334356235384
Orogenic,"Zhong et al., 2021",370.90315401854855,178.57125685386555,2496.4306872385087,171.56721788707043,7.614386523202134,6072.3489327024145,48.55858113624632,41.31062330947352,125.88331223624402,1.2118673226061836,42.45546417801938
Orogenic,"Zhong et al., 2021",150.6569800212995,7.816080611952913,36.52902227987282,8.509787563384013,1.5986971837203734,3547.401819668201,2.4385529731576066,46.19288839394437,4.511763253354421,0.01,7.59574112318709
Orogenic,"Zhong et al., 2021",56.620699218946136,3.639472578899914,24.835926904174443,10.647132477037493,2.428162477910988,4787.531847961346,5.384281884401633,13.009432293229002,4.3092632938326,0.01,8.07279995108915
Orogenic,"Zhong et al., 2021",41.984143106445046,5.606907547067984,5.793635088157148,1.3344438646143033,11.026597553925887,115.90873822935175,1.6050901883378907,14.754421321491305,0.8153874566953689,0.01,4.568548161229877
Orogenic,"Zhong et al., 2021",47.46145537439677,4.910794001963019,1.6033113765422287,0.5105103503856462,11.884913101534535,16.898820415173216,0.5687436584326064,0.28734873816603945,0.26054787482080444,0.01,1.4698421801577175
Orogenic,"Zhong et al., 2021",100.51954777874816,7.8890982846374245,17.803310033171666,11.003528097589685,2.094601959860919,2946.909602410387,5.062757486509796,16.99684770722617,6.334574654650726,0.013931849795121954,4.771119250665406
Orogenic,"Zhong et al., 2021",38.035858066851034,16.071184523391956,0.282,0.238,13.715479763819534,0.9208023031960885,0.026999999999999993,0.03599999999999999,0.013057694325365249,0.01,0.032999999999999995
Orogenic,"Zhong et al., 2021",188.65799182722685,9.004348229045526,0.565138606501264,0.8789897454964825,12.979408854396851,189.5900108438791,0.35144539839320255,0.12262993198281688,0.20333949674066357,0.01,0.5093630877323382
Orogenic,"Zhong et al., 2021",67.99269305672958,7.63025384805725,13.152885213866883,1.3184440316378623,2.998917258738881,2134.8271237728222,1.9878469420757767,9.665977278631514,2.922102118302633,0.01,3.5759388987703633
Orogenic,"Zhong et al., 2021",299.5169031390482,13.85864095541439,0.282,0.238,15.54743483191977,230.14915412454582,0.026999999999999993,0.03599999999999999,0.01,0.01,0.03859042084034209
Orogenic,"Zhong et al., 2021",23.932481667595003,230.2605766550694,0.7962999179689901,0.45439860934471277,22.210556968495887,400.71705910631357,0.06499291473685792,2.603665185581038,0.025958372760033394,0.01,2.8030689100649737
Orogenic,"Zhong et al., 2021",263.3356841780436,475.77971648392685,146.90622012189166,27950.617384318506,10.907375311158129,837.8346773799099,12.944740886222263,194.5858339789254,6.011971712506236,1.9425173741716741,323.44725497334235
Orogenic,"Zhong et al., 2021",164.07744629190182,182.0122517780907,194.61477765767083,16929.23548836869,11.885982487474523,466.7391518188642,8.745527486220869,68.85364134121667,7.426042267068417,1.2189268744097992,160.02049797433182
Orogenic,"Zhong et al., 2021",166.4694397458797,217.61434931917242,142.26804667662492,552.9108946039852,11.974178256928296,1097.757269239508,13.017362407928063,150.32049383691273,9.508030640568448,2.2986435570911814,301.6401692749727
Orogenic,"Zhong et al., 2021",366.89036851129697,265.51390631015244,5.626189945984985,9.33190738243812,17.283385716583783,389.2535745136653,0.5882676288246812,5.822278177086518,0.17963762837163252,0.04775525870815651,69.18817940043154
Orogenic,"Zhong et al., 2021",147.6119046634386,147.85633929616552,98.2605901774102,14158.384138645602,12.01601404318141,270.1541367501788,20.3476061828584,67.66875715235768,3.723522886094113,0.81571179587089,143.7398525250841
Orogenic,"Zhong et al., 2021",178.3014699389275,194.7989446865511,135.49316011057527,1918.4429854879918,9.012326341396955,356.7002417225004,11.610237883259444,118.6468007491245,18.879785237086203,1.7698324421437446,245.90722573080882
Orogenic,"Zhong et al., 2021",122.2714497050938,353.3024495363404,821.8095948624466,4163.417946983516,12.718024085061488,1492.9233787560775,31.606356363955978,261.65474022042656,16.152265716912883,5.429278794715744,554.9579088969384
Orogenic,"Zhong et al., 2021",135.01514522642984,269.6894494338516,417.47684132575745,818.6378472355385,15.933337579457993,1992.1452496919194,28.170922761452406,233.654414666074,11.827873434455194,3.0044893417151606,465.45175231813084
Orogenic,"Zhong et al., 2021",130.56914760979558,158.58997239042748,1103.4869427909346,9920.05192010297,18.854104489453345,361.2992465475542,6.88958678666178,91.78601047673328,2.1849570067864783,0.42718296960587726,136.9768989412811
Orogenic,"Zhong et al., 2021",13.858741468176138,144.85857001672673,3.2052874429308704,0.2849999999999999,5.4543481933580376,9.796873203831963,0.4075393103437027,0.3017297344095687,0.1549125831294629,3.1734887347441822,6.057079433995642
Orogenic,"Zhong et al., 2021",2291.1615650454264,461.6838135094276,193.53154611117725,19.320651232166753,16.32124183363435,315.39643061406724,97.67544530010959,5.484983132402496,80.20958248720864,23.65645749262073,53.7804491090967
Orogenic,"Zhong et al., 2021",173.55005125388178,589.8336386855178,5.380655029337215,0.4619072680941608,5.526518904338328,16.387603355499373,6.596411027739477,1.2649658500330914,2.719310184327174,9.529503292996289,19.211200145122497
Orogenic,"Zhong et al., 2021",1071.9383839436207,1645.9249098836099,21.811998180366643,2.4906184158776217,4.897169719045827,33.26181733812121,11.918747403364863,2.3604805238710207,7.757338031648795,13.168110847787938,22.99091558756715
Orogenic,"Zhong et al., 2021",1.5265199203896407,29.575796061650173,1.1519244493986402,0.2849999999999999,5.724849504899334,17.75692304511411,0.06922653334307108,0.13886287445217402,0.052128661087219405,0.9682728615439339,1.1012508857407242
Orogenic,"Zhong et al., 2021",356.21298042542554,1511.003785972155,0.6401156814264165,0.2849999999999999,4.332444946830577,53.69686209370258,0.40660462894688176,0.08757220785032614,0.17705099661135182,1.9306384434365598,1.261196009433688
Orogenic,"Zhong et al., 2021",2667.087288717348,577.6379341548895,25.147142459430835,8.836676167518878,6.001748963204134,100.25153298737035,34.669154807985166,26.199993430837885,9.022718743039126,112.34830691441398,776.6558125044936
Orogenic,"Zhong et al., 2021",74.49333232032923,554.3908716531182,3.719851092620342,0.2849999999999999,7.5286023683079275,15.403638192995993,0.22921620207333235,0.6855504179897128,0.1008683072077381,1.7237971823439608,5.9473746408014385
Orogenic,"Zhong et al., 2021",1310.7288914728979,1334.2790602183372,14.323475148256422,0.5033363519886042,4.921123055581345,50.22260798943235,27.037390937650375,17.158232719110185,11.674848734563815,144.96671187389435,675.7096678050145
Orogenic,"Zhong et al., 2021",870.9538446702566,1067.260876343804,26.21674536459528,18.408047502312233,4.49198822748095,72.24866472145831,38.59660509221149,28.8706125118026,12.583283358943463,127.81274153528791,140.2715247378175
Orogenic,"Zhong et al., 2021",161.94723725974555,646.8522330346153,46.766129432977955,1.5843521569566557,5.928804921522489,58.872984431678276,4.522029001017275,3.2891697113868443,3.1899909606921146,16.41599006570931,27.52937813530816
Orogenic,"Zhong et al., 2021",89.19303091209646,301.98458675454845,5.195674186450468,5.398751592086542,3.8100144272977463,9.320342028292016,6.813275769872252,3.3351106632053398,3.9686489370351494,14.42002337986566,80.80915856758457
Orogenic,"Zhong et al., 2021",0.6713569590486026,3.0268237353192413,5.921899389249038,0.4041546289624561,2.0060829261777315,2265.9369777823267,0.7873793967218375,24.748106284784583,0.3924630332262484,0.016084870271133266,9.691949751325248
Orogenic,"Zhong et al., 2021",0.21430501221176412,1.7959854651792644,7.534628332442873,0.49876951733883645,1.408,5356.957940556879,0.05917548680840245,19.09990933991826,0.35351041920351145,0.005999999999999998,6.578278325061951
Orogenic,"Zhong et al., 2021",1.846197906033471,22.38623796015031,0.6228519604763499,12.085763766218866,2.7730687714996334,438.77489162613597,0.021999999999999992,2.3159589050161027,0.01676207730825081,0.030090653280901946,1.6421415032026534
Orogenic,"Zhong et al., 2021",1.3175551665652243,7.54320433560137,8.55018877061619,3.658922225293313,1.408,1580.2280540759323,0.9467948538955925,85.7206562227092,0.27595668369355125,0.12468158173584315,11.538358874388335
Orogenic,"Zhong et al., 2021",3.096340898374594,24.24326724967589,21.027931807962442,0.23399999999999996,1.8715163182112367,3823.971423906628,1.0614432042691477,9.53074558483752,0.26682447321807884,0.07280555282386504,12.718234947239983
